{u'Name': u'NAD to DZD', u'Bid': u'7.4358', u'Ask': u'7.5755', u'Rate': u'7.5053', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NADDZD'}
{u'Name': u'UAH to DKK', u'Bid': u'0.4301', u'Ask': u'0.4308', u'Rate': u'0.4305', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'UAHDKK'}
{u'Name': u'UAH to BWP', u'Bid': u'0.6614', u'Ask': u'0.6626', u'Rate': u'0.662', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'UAHBWP'}
{u'Name': u'UAH to LBP', u'Bid': u'108.2707', u'Ask': u'108.4916', u'Rate': u'108.3811', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'UAHLBP'}
{u'Name': u'UAH to TZS', u'Bid': u'121.8403', u'Ask': u'122.6442', u'Rate': u'122.2421', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'UAHTZS'}
{u'Name': u'UAH to VND', u'Bid': u'1519.155', u'Ask': u'1527.4095', u'Rate': u'1523.2808', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'UAHVND'}
{u'Name': u'UAH to AOA', u'Bid': u'7.1257', u'Ask': u'7.1659', u'Rate': u'7.1458', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'UAHAOA'}
{u'Name': u'UAH to KHR', u'Bid': u'291.0132', u'Ask': u'291.9384', u'Rate': u'291.4756', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'UAHKHR'}
{u'Name': u'UAH to MYR', u'Bid': u'0.2397', u'Ask': u'0.24', u'Rate': u'0.2398', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'UAHMYR'}
{u'Name': u'UAH to KYD', u'Bid': u'0.0587', u'Ask': u'0.0588', u'Rate': u'0.0587', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'UAHKYD'}
{u'Name': u'UAH to LYD', u'Bid': u'0.0861', u'Ask': u'0.0869', u'Rate': u'0.0865', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'UAHLYD'}
{u'Name': u'JOD to DZD', u'Bid': u'118.2317', u'Ask': u'119.5714', u'Rate': u'118.901', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'JODDZD'}
{u'Name': u'JOD to NAD', u'Bid': u'15.7595', u'Ask': u'15.925', u'Rate': u'15.8422', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'JODNAD'}
{u'Name': u'JOD to GHS', u'Bid': u'4.5016', u'Ask': u'4.5227', u'Rate': u'4.5122', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'JODGHS'}
{u'Name': u'JOD to EGP', u'Bid': u'10.039', u'Ask': u'10.1117', u'Rate': u'10.0753', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'JODEGP'}
{u'Name': u'JOD to BGN', u'Bid': u'2.1998', u'Ask': u'2.2173', u'Rate': u'2.2085', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'JODBGN'}
{u'Name': u'JOD to PAB', u'Bid': u'1.4079', u'Ask': u'1.41', u'Rate': u'1.4089', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'JODPAB'}
{u'Name': u'JOD to BOB', u'Bid': u'9.6579', u'Ask': u'9.8139', u'Rate': u'9.7358', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'JODBOB'}
{u'Name': u'JOD to DKK', u'Bid': u'8.4567', u'Ask': u'8.4769', u'Rate': u'8.4668', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'JODDKK'}
{u'Name': u'JOD to BWP', u'Bid': u'13.0045', u'Ask': u'13.0388', u'Rate': u'13.0216', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'JODBWP'}
{u'Name': u'JOD to LBP', u'Bid': u'2128.678', u'Ask': u'2134.7998', u'Rate': u'2131.7366', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'JODLBP'}
{u'Name': u'JOD to TZS', u'Bid': u'2395.4666', u'Ask': u'2413.2825', u'Rate': u'2404.3677', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'JODTZS'}
{u'Name': u'JOD to VND', u'Bid': u'29867.6602', u'Ask': u'30054.9902', u'Rate': u'29961.2539', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'JODVND'}
{u'Name': u'JOD to AOA', u'Bid': u'140.0957', u'Ask': u'141.0039', u'Rate': u'140.5495', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'JODAOA'}
{u'Name': u'JOD to KHR', u'Bid': u'5721.5259', u'Ask': u'5744.5005', u'Rate': u'5733.0044', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'JODKHR'}
{u'Name': u'JOD to MYR', u'Bid': u'4.7121', u'Ask': u'4.7218', u'Rate': u'4.7169', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'JODMYR'}
{u'Name': u'JOD to KYD', u'Bid': u'1.1544', u'Ask': u'1.1562', u'Rate': u'1.1553', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'JODKYD'}
{u'Name': u'JOD to LYD', u'Bid': u'1.6922', u'Ask': u'1.709', u'Rate': u'1.7006', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'JODLYD'}
{u'Name': u'JOD to UAH', u'Bid': u'19.6466', u'Ask': u'19.6912', u'Rate': u'19.6689', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'JODUAH'}
{u'Name': u'AWG to DZD', u'Bid': u'46.7855', u'Ask': u'47.507', u'Rate': u'47.1453', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'AWGDZD'}
{u'Name': u'AWG to NAD', u'Bid': u'6.2362', u'Ask': u'6.3272', u'Rate': u'6.2816', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'AWGNAD'}
{u'Name': u'AWG to GHS', u'Bid': u'1.7813', u'Ask': u'1.7969', u'Rate': u'1.7891', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'AWGGHS'}
{u'Name': u'AWG to EGP', u'Bid': u'3.9725', u'Ask': u'4.0175', u'Rate': u'3.9949', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'AWGEGP'}
{u'Name': u'AWG to BGN', u'Bid': u'0.8705', u'Ask': u'0.881', u'Rate': u'0.8757', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'AWGBGN'}
{u'Name': u'AWG to PAB', u'Bid': u'0.5571', u'Ask': u'0.5602', u'Rate': u'0.5587', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'AWGPAB'}
{u'Name': u'AWG to BOB', u'Bid': u'3.8217', u'Ask': u'3.8992', u'Rate': u'3.8603', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'AWGBOB'}
{u'Name': u'AWG to DKK', u'Bid': u'3.3464', u'Ask': u'3.368', u'Rate': u'3.3572', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'AWGDKK'}
{u'Name': u'AWG to BWP', u'Bid': u'5.146', u'Ask': u'5.1804', u'Rate': u'5.1632', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'AWGBWP'}
{u'Name': u'AWG to LBP', u'Bid': u'842.3399', u'Ask': u'848.1793', u'Rate': u'845.2514', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'AWGLBP'}
{u'Name': u'AWG to TZS', u'Bid': u'947.9109', u'Ask': u'958.8235', u'Rate': u'953.352', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'AWGTZS'}
{u'Name': u'AWG to VND', u'Bid': u'11818.9424', u'Ask': u'11941.1768', u'Rate': u'11879.8887', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'AWGVND'}
{u'Name': u'AWG to AOA', u'Bid': u'55.4373', u'Ask': u'56.0224', u'Rate': u'55.729', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'AWGAOA'}
{u'Name': u'AWG to KHR', u'Bid': u'2264.0669', u'Ask': u'2282.353', u'Rate': u'2273.1843', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'AWGKHR'}
{u'Name': u'AWG to MYR', u'Bid': u'1.8646', u'Ask': u'1.876', u'Rate': u'1.8703', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'AWGMYR'}
{u'Name': u'AWG to KYD', u'Bid': u'0.4568', u'Ask': u'0.4594', u'Rate': u'0.4581', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'AWGKYD'}
{u'Name': u'AWG to LYD', u'Bid': u'0.6696', u'Ask': u'0.679', u'Rate': u'0.6743', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'AWGLYD'}
{u'Name': u'AWG to UAH', u'Bid': u'7.7744', u'Ask': u'7.8235', u'Rate': u'7.7989', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'AWGUAH'}
{u'Name': u'AWG to JOD', u'Bid': u'0.3951', u'Ask': u'0.3979', u'Rate': u'0.3965', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'AWGJOD'}
{u'Name': u'SAR to DZD', u'Bid': u'22.3809', u'Ask': u'22.6055', u'Rate': u'22.4932', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'SARDZD'}
{u'Name': u'SAR to NAD', u'Bid': u'2.9832', u'Ask': u'3.0107', u'Rate': u'2.997', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'SARNAD'}
{u'Name': u'SAR to GHS', u'Bid': u'0.8521', u'Ask': u'0.855', u'Rate': u'0.8536', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'SARGHS'}
{u'Name': u'SAR to EGP', u'Bid': u'1.9004', u'Ask': u'1.9117', u'Rate': u'1.906', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'SAREGP'}
{u'Name': u'SAR to BGN', u'Bid': u'0.4164', u'Ask': u'0.4192', u'Rate': u'0.4178', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'SARBGN'}
{u'Name': u'SAR to PAB', u'Bid': u'0.2665', u'Ask': u'0.2666', u'Rate': u'0.2665', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'SARPAB'}
{u'Name': u'SAR to BOB', u'Bid': u'1.8282', u'Ask': u'1.8554', u'Rate': u'1.8418', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'SARBOB'}
{u'Name': u'SAR to DKK', u'Bid': u'1.6008', u'Ask': u'1.6026', u'Rate': u'1.6017', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'SARDKK'}
{u'Name': u'SAR to BWP', u'Bid': u'2.4617', u'Ask': u'2.465', u'Rate': u'2.4634', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'SARBWP'}
{u'Name': u'SAR to LBP', u'Bid': u'402.9529', u'Ask': u'403.5934', u'Rate': u'403.2731', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'SARLBP'}
{u'Name': u'SAR to TZS', u'Bid': u'453.4552', u'Ask': u'456.2418', u'Rate': u'454.8483', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'SARTZS'}
{u'Name': u'SAR to VND', u'Bid': u'5653.8657', u'Ask': u'5682.0298', u'Rate': u'5667.9458', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'SARVND'}
{u'Name': u'SAR to AOA', u'Bid': u'26.5197', u'Ask': u'26.6574', u'Rate': u'26.5886', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'SARAOA'}
{u'Name': u'SAR to KHR', u'Bid': u'1083.0691', u'Ask': u'1086.0234', u'Rate': u'1084.546', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'SARKHR'}
{u'Name': u'SAR to MYR', u'Bid': u'0.892', u'Ask': u'0.8927', u'Rate': u'0.8923', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'SARMYR'}
{u'Name': u'SAR to KYD', u'Bid': u'0.2185', u'Ask': u'0.2186', u'Rate': u'0.2186', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'SARKYD'}
{u'Name': u'SAR to LYD', u'Bid': u'0.3203', u'Ask': u'0.3231', u'Rate': u'0.3217', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'SARLYD'}
{u'Name': u'SAR to UAH', u'Bid': u'3.7191', u'Ask': u'3.7227', u'Rate': u'3.7209', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'SARUAH'}
{u'Name': u'SAR to JOD', u'Bid': u'0.189', u'Ask': u'0.1893', u'Rate': u'0.1892', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'SARJOD'}
{u'Name': u'SAR to AWG', u'Bid': u'0.4757', u'Ask': u'0.4785', u'Rate': u'0.4771', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'SARAWG'}
{u'Name': u'EUR to DZD', u'Bid': u'103.9362', u'Ask': u'104.9536', u'Rate': u'104.4449', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURDZD'}
{u'Name': u'EUR to NAD', u'Bid': u'13.854', u'Ask': u'13.9781', u'Rate': u'13.9161', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURNAD'}
{u'Name': u'EUR to GHS', u'Bid': u'3.9573', u'Ask': u'3.9698', u'Rate': u'3.9636', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURGHS'}
{u'Name': u'EUR to EGP', u'Bid': u'8.8252', u'Ask': u'8.8755', u'Rate': u'8.8503', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EUREGP'}
{u'Name': u'EUR to BGN', u'Bid': u'1.9338', u'Ask': u'1.9462', u'Rate': u'1.94', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURBGN'}
{u'Name': u'EUR to PAB', u'Bid': u'1.2376', u'Ask': u'1.2377', u'Rate': u'1.2376', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURPAB'}
{u'Name': u'EUR to BOB', u'Bid': u'8.4901', u'Ask': u'8.6141', u'Rate': u'8.5521', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURBOB'}
{u'Name': u'EUR to DKK', u'Bid': u'7.4342', u'Ask': u'7.4406', u'Rate': u'7.4374', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURDKK'}
{u'Name': u'EUR to BWP', u'Bid': u'11.4321', u'Ask': u'11.4448', u'Rate': u'11.4384', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURBWP'}
{u'Name': u'EUR to LBP', u'Bid': u'1871.2966', u'Ask': u'1873.8171', u'Rate': u'1872.5569', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURLBP'}
{u'Name': u'EUR to TZS', u'Bid': u'2105.8274', u'Ask': u'2118.2549', u'Rate': u'2112.0413', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURTZS'}
{u'Name': u'EUR to VND', u'Bid': u'26256.3203', u'Ask': u'26380.7207', u'Rate': u'26318.5215', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURVND'}
{u'Name': u'EUR to AOA', u'Bid': u'123.1566', u'Ask': u'123.766', u'Rate': u'123.4613', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURAOA'}
{u'Name': u'EUR to KHR', u'Bid': u'5029.7285', u'Ask': u'5042.2266', u'Rate': u'5035.9775', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURKHR'}
{u'Name': u'EUR to MYR', u'Bid': u'4.1423', u'Ask': u'4.1446', u'Rate': u'4.1434', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURMYR'}
{u'Name': u'EUR to KYD', u'Bid': u'1.0149', u'Ask': u'1.0149', u'Rate': u'1.0149', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURKYD'}
{u'Name': u'EUR to LYD', u'Bid': u'1.4876', u'Ask': u'1.50', u'Rate': u'1.4938', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURLYD'}
{u'Name': u'EUR to UAH', u'Bid': u'17.2711', u'Ask': u'17.2839', u'Rate': u'17.2775', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURUAH'}
{u'Name': u'EUR to JOD', u'Bid': u'0.8777', u'Ask': u'0.8791', u'Rate': u'0.8784', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURJOD'}
{u'Name': u'EUR to AWG', u'Bid': u'2.2092', u'Ask': u'2.2216', u'Rate': u'2.2154', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURAWG'}
{u'Name': u'EUR to SAR', u'Bid': u'4.6427', u'Ask': u'4.6441', u'Rate': u'4.6434', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'EURSAR'}
{u'Name': u'HKD to DZD', u'Bid': u'10.8317', u'Ask': u'10.9376', u'Rate': u'10.8846', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDDZD'}
{u'Name': u'HKD to NAD', u'Bid': u'1.4438', u'Ask': u'1.4567', u'Rate': u'1.4502', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDNAD'}
{u'Name': u'HKD to GHS', u'Bid': u'0.4124', u'Ask': u'0.4137', u'Rate': u'0.4131', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDGHS'}
{u'Name': u'HKD to EGP', u'Bid': u'0.9197', u'Ask': u'0.9249', u'Rate': u'0.9223', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDEGP'}
{u'Name': u'HKD to BGN', u'Bid': u'0.2015', u'Ask': u'0.2028', u'Rate': u'0.2022', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDBGN'}
{u'Name': u'HKD to PAB', u'Bid': u'0.129', u'Ask': u'0.129', u'Rate': u'0.129', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDPAB'}
{u'Name': u'HKD to BOB', u'Bid': u'0.8848', u'Ask': u'0.8977', u'Rate': u'0.8913', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDBOB'}
{u'Name': u'HKD to DKK', u'Bid': u'0.7748', u'Ask': u'0.7754', u'Rate': u'0.7751', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDDKK'}
{u'Name': u'HKD to BWP', u'Bid': u'1.1914', u'Ask': u'1.1927', u'Rate': u'1.192', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDBWP'}
{u'Name': u'HKD to LBP', u'Bid': u'195.0163', u'Ask': u'195.2767', u'Rate': u'195.1465', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDLBP'}
{u'Name': u'HKD to TZS', u'Bid': u'219.4578', u'Ask': u'220.7504', u'Rate': u'220.1041', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDTZS'}
{u'Name': u'HKD to VND', u'Bid': u'2736.2896', u'Ask': u'2749.2229', u'Rate': u'2742.7561', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDVND'}
{u'Name': u'HKD to AOA', u'Bid': u'12.8347', u'Ask': u'12.8981', u'Rate': u'12.8664', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDAOA'}
{u'Name': u'HKD to KHR', u'Bid': u'524.1707', u'Ask': u'525.4672', u'Rate': u'524.819', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDKHR'}
{u'Name': u'HKD to MYR', u'Bid': u'0.4317', u'Ask': u'0.4319', u'Rate': u'0.4318', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDMYR'}
{u'Name': u'HKD to KYD', u'Bid': u'0.1058', u'Ask': u'0.1058', u'Rate': u'0.1058', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDKYD'}
{u'Name': u'HKD to LYD', u'Bid': u'0.155', u'Ask': u'0.1563', u'Rate': u'0.1557', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDLYD'}
{u'Name': u'HKD to UAH', u'Bid': u'1.7999', u'Ask': u'1.8012', u'Rate': u'1.8006', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDUAH'}
{u'Name': u'HKD to JOD', u'Bid': u'0.0915', u'Ask': u'0.0916', u'Rate': u'0.0915', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDJOD'}
{u'Name': u'HKD to AWG', u'Bid': u'0.2302', u'Ask': u'0.2315', u'Rate': u'0.2309', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDAWG'}
{u'Name': u'HKD to SAR', u'Bid': u'0.4838', u'Ask': u'0.484', u'Rate': u'0.4839', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDSAR'}
{u'Name': u'HKD to EUR', u'Bid': u'0.1042', u'Ask': u'0.1042', u'Rate': u'0.1042', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'HKDEUR'}
{u'Name': u'CHF to DZD', u'Bid': u'86.2926', u'Ask': u'87.18', u'Rate': u'86.7362', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFDZD'}
{u'Name': u'CHF to NAD', u'Bid': u'11.5023', u'Ask': u'11.611', u'Rate': u'11.5566', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFNAD'}
{u'Name': u'CHF to GHS', u'Bid': u'3.2856', u'Ask': u'3.2975', u'Rate': u'3.2915', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFGHS'}
{u'Name': u'CHF to EGP', u'Bid': u'7.3271', u'Ask': u'7.3725', u'Rate': u'7.3498', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFEGP'}
{u'Name': u'CHF to BGN', u'Bid': u'1.6055', u'Ask': u'1.6166', u'Rate': u'1.6111', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFBGN'}
{u'Name': u'CHF to PAB', u'Bid': u'1.0275', u'Ask': u'1.0281', u'Rate': u'1.0278', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFPAB'}
{u'Name': u'CHF to BOB', u'Bid': u'7.0489', u'Ask': u'7.1553', u'Rate': u'7.1021', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFBOB'}
{u'Name': u'CHF to DKK', u'Bid': u'6.1721', u'Ask': u'6.1804', u'Rate': u'6.1763', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFDKK'}
{u'Name': u'CHF to BWP', u'Bid': u'9.4915', u'Ask': u'9.5066', u'Rate': u'9.499', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFBWP'}
{u'Name': u'CHF to LBP', u'Bid': u'1553.6373', u'Ask': u'1556.4922', u'Rate': u'1555.0646', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFLBP'}
{u'Name': u'CHF to TZS', u'Bid': u'1748.3558', u'Ask': u'1759.5353', u'Rate': u'1753.9442', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFTZS'}
{u'Name': u'CHF to VND', u'Bid': u'21799.2168', u'Ask': u'21913.2305', u'Rate': u'21856.2109', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFVND'}
{u'Name': u'CHF to AOA', u'Bid': u'102.2503', u'Ask': u'102.8066', u'Rate': u'102.5284', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFAOA'}
{u'Name': u'CHF to KHR', u'Bid': u'4175.9141', u'Ask': u'4188.3413', u'Rate': u'4182.1265', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFKHR'}
{u'Name': u'CHF to MYR', u'Bid': u'3.4392', u'Ask': u'3.4427', u'Rate': u'3.4409', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFMYR'}
{u'Name': u'CHF to KYD', u'Bid': u'0.8426', u'Ask': u'0.843', u'Rate': u'0.8428', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFKYD'}
{u'Name': u'CHF to LYD', u'Bid': u'1.2351', u'Ask': u'1.246', u'Rate': u'1.2406', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFLYD'}
{u'Name': u'CHF to UAH', u'Bid': u'14.3393', u'Ask': u'14.3569', u'Rate': u'14.3481', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFUAH'}
{u'Name': u'CHF to JOD', u'Bid': u'0.7287', u'Ask': u'0.7302', u'Rate': u'0.7295', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFJOD'}
{u'Name': u'CHF to AWG', u'Bid': u'1.8342', u'Ask': u'1.8454', u'Rate': u'1.8398', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFAWG'}
{u'Name': u'CHF to SAR', u'Bid': u'3.8546', u'Ask': u'3.8576', u'Rate': u'3.8561', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFSAR'}
{u'Name': u'CHF to EUR', u'Bid': u'0.8302', u'Ask': u'0.8307', u'Rate': u'0.8304', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFEUR'}
{u'Name': u'CHF to HKD', u'Bid': u'7.9666', u'Ask': u'7.9708', u'Rate': u'7.9687', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'CHFHKD'}
{u'Name': u'GIP to DZD', u'Bid': u'131.9196', u'Ask': u'135.3335', u'Rate': u'133.613', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'GIPDZD'}
{u'Name': u'GIP to NAD', u'Bid': u'17.584', u'Ask': u'18.0243', u'Rate': u'17.8024', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'GIPNAD'}
{u'Name': u'GIP to GHS', u'Bid': u'5.0228', u'Ask': u'5.1189', u'Rate': u'5.0705', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'GIPGHS'}
{u'Name': u'GIP to EGP', u'Bid': u'11.2012', u'Ask': u'11.4446', u'Rate': u'11.322', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'GIPEGP'}
{u'Name': u'GIP to BGN', u'Bid': u'2.4544', u'Ask': u'2.5096', u'Rate': u'2.4818', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'GIPBGN'}
{u'Name': u'GIP to PAB', u'Bid': u'1.5708', u'Ask': u'1.5959', u'Rate': u'1.5833', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'GIPPAB'}
{u'Name': u'GIP to BOB', u'Bid': u'10.776', u'Ask': u'11.1076', u'Rate': u'10.9405', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'GIPBOB'}
{u'Name': u'GIP to DKK', u'Bid': u'9.4356', u'Ask': u'9.5942', u'Rate': u'9.5142', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'GIPDKK'}
{u'Name': u'GIP to BWP', u'Bid': u'14.5101', u'Ask': u'14.7576', u'Rate': u'14.6328', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'GIPBWP'}
{u'Name': u'GIP to LBP', u'Bid': u'2375.1179', u'Ask': u'2416.2144', u'Rate': u'2395.5034', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'GIPLBP'}
